order_id,customer_id,order_date,product_category,product_name,quantity,price,discount,payment_method,order_status,sales_person,warehouse,region
ORD-12665,CUST-1569,2025-10-09,Surgical & Critical Care,Surgical Stapler,5,14468.28,3.9,Credit Card,Shipped,Sanjay Verma,WH-Kolkata (East),East
ORD-12666,CUST-1489,2025-09-15,Respiratory Care,BiPAP Machine,5,11927.42,2.9,Debit Card,Delivered,Priya Sharma,WH-Bengaluru (South),South
ORD-12667,CUST-1614,2026-01-25,Surgical & Critical Care,Electric Suction Apparatus,4,18230.86,1.6,Debit Card,Processing,Sanjay Verma,WH-Bengaluru (South),South
ORD-12668,CUST-1498,2024-10-18,Respiratory Care,Portable Oxygen Concentrator (5L),5,23177.27,12.4,Net Banking,Delivered,Vikram Patel,WH-Kolkata (East),East
ORD-12669,CUST-1612,2026-03-18,Diabetes Care,Insulin Pen Injector,4,42665.46,12.2,Debit Card,Returned,Priya Sharma,WH-Kolkata (East),East
ORD-12670,CUST-1722,2026-02-05,Home Healthcare,Peak Flow Meter,3,42268.98,6.6,Net Banking,Processing,Anjali Nair,WH-Gurugram (North),North
ORD-12671,CUST-1379,2026-07-20,Orthopedic & Mobility,Cervical Traction Unit,4,34027.54,13.2,Net Banking,Returned,Anjali Nair,WH-Bengaluru (South),South
ORD-12672,CUST-1095,2026-07-18,Infusion & Vascular,IV Cannula (18G-24G),2,24363.93,10.1,UPI,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-12673,CUST-1937,2025-05-08,Respiratory Care,Portable Oxygen Concentrator (5L),3,40353.19,11.6,COD,Delivered,Vikram Patel,WH-Kolkata (East),East
ORD-12674,CUST-1527,2026-06-23,Home Healthcare,Digital Vein Finder,1,24492.44,13.3,Net Banking,Shipped,Priya Sharma,WH-Gurugram (North),North
ORD-12675,CUST-1609,2025-06-26,Sterilization & Lab,UV Sterilizer Box,3,28682.04,4.5,Net Banking,Processing,Priya Sharma,WH-Bengaluru (South),South
ORD-12676,CUST-1265,2026-05-27,Sterilization & Lab,Ultrasound Cleaner,2,38143.44,8.1,Debit Card,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-12677,CUST-1785,2026-01-17,Diagnostic & Monitoring,Single-Channel ECG Machine,3,11164.91,12.8,Net Banking,Returned,Vikram Patel,WH-Kolkata (East),East
ORD-12678,CUST-1796,2026-07-22,Sterilization & Lab,Tabletop Steam Autoclave,4,28513.29,7.4,COD,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-12679,CUST-1603,2026-03-30,Respiratory Care,Suction Machine,5,39209.55,6.8,Debit Card,Cancelled,Sanjay Verma,WH-Gurugram (North),North
ORD-12680,CUST-1232,2025-08-29,Respiratory Care,Incentive Spirometer,3,35750.96,13.7,Net Banking,Shipped,Priya Sharma,WH-Bengaluru (South),South
ORD-12681,CUST-1459,2026-06-22,Sterilization & Lab,Ultrasound Cleaner,2,30133.36,3.0,Debit Card,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-12682,CUST-1347,2026-07-06,Infusion & Vascular,IV Cannula (18G-24G),5,8792.22,0.8,COD,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-12683,CUST-1039,2026-04-09,Diagnostic & Monitoring,Pulse Oximeter,2,8408.29,5.4,Debit Card,Delivered,Anjali Nair,WH-Kolkata (East),East
ORD-12684,CUST-1908,2026-05-24,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,5,8864.23,14.7,COD,Returned,Sanjay Verma,WH-Kolkata (East),East
ORD-12685,CUST-1700,2025-11-27,Respiratory Care,High-Flow Nasal Cannula System,1,4823.09,12.3,UPI,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12686,CUST-1362,2025-10-09,Diagnostic & Monitoring,Stethoscope (Cardiology Grade),3,40274.18,3.0,UPI,Cancelled,Priya Sharma,WH-Kolkata (East),East
ORD-12687,CUST-1270,2025-03-18,Respiratory Care,Incentive Spirometer,2,6165.8,7.4,Debit Card,Processing,Priya Sharma,WH-Bhiwandi (West),West
ORD-12688,CUST-1995,2025-12-23,Respiratory Care,High-Flow Nasal Cannula System,5,14207.49,3.2,Net Banking,Processing,Priya Sharma,WH-Bengaluru (South),South
ORD-12689,CUST-1403,2025-11-21,Diagnostic & Monitoring,Capnograph Monitor,5,16730.22,9.1,Credit Card,Delivered,Ramesh Rao,WH-Gurugram (North),North
ORD-12690,CUST-1683,2025-04-12,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),2,25194.75,6.6,Debit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12691,CUST-1276,2026-06-02,Infusion & Vascular,Dialysis Catheter,5,6023.8,13.1,COD,Delivered,Anjali Nair,WH-Kolkata (East),East
ORD-12692,CUST-1482,2025-08-13,Diagnostic & Monitoring,Stethoscope (Cardiology Grade),4,23579.36,13.1,UPI,Returned,Anjali Nair,WH-Kolkata (East),East
ORD-12693,CUST-1359,2025-09-11,Diagnostic & Monitoring,Digital Blood Pressure Monitor,3,30913.01,4.2,UPI,Cancelled,Anjali Nair,WH-Bhiwandi (West),West
ORD-12694,CUST-1683,2025-04-12,Surgical & Critical Care,Electric Suction Apparatus,1,34555.24,9.0,COD,Returned,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12695,CUST-1181,2025-11-10,Home Healthcare,Digital Vein Finder,3,17140.81,8.0,Debit Card,Shipped,Sanjay Verma,WH-Kolkata (East),East
ORD-12696,CUST-1314,2026-07-14,Sterilization & Lab,UV Sterilizer Box,5,40362.16,1.4,Net Banking,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12697,CUST-1523,2026-06-22,Surgical & Critical Care,Pulse Generator Pacemaker,3,25788.76,0.4,Net Banking,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12698,CUST-1741,2026-02-17,Sterilization & Lab,Tabletop Steam Autoclave,5,14768.83,0.3,COD,Shipped,Priya Sharma,WH-Kolkata (East),East
ORD-12699,CUST-1306,2026-07-20,Orthopedic & Mobility,TENS Physiotherapy Unit,1,34509.24,14.8,Credit Card,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12700,CUST-1554,2026-02-08,Respiratory Care,Incentive Spirometer,2,18214.1,10.0,Net Banking,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-12701,CUST-1136,2025-01-16,Surgical & Critical Care,Laryngoscope Set,1,12922.57,12.5,COD,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-12702,CUST-1959,2026-05-27,Home Healthcare,Electric Heating Pad,1,4702.85,3.6,UPI,Returned,Ramesh Rao,WH-Kolkata (East),East
ORD-12703,CUST-1840,2026-06-12,Diabetes Care,Blood Glucose Meter Kit,4,41995.85,4.6,Debit Card,Returned,Priya Sharma,WH-Bhiwandi (West),West
ORD-12704,CUST-1941,2026-04-13,Diagnostic & Monitoring,Single-Channel ECG Machine,2,20801.94,5.0,Credit Card,Cancelled,Priya Sharma,WH-Bhiwandi (West),West
ORD-12705,CUST-1777,2026-07-03,Surgical & Critical Care,LED Surgical OT Light,5,18270.71,10.4,Debit Card,Returned,Vikram Patel,WH-Bhiwandi (West),West
ORD-12706,CUST-1120,2026-06-14,Surgical & Critical Care,Anesthesia Workstation,2,44338.33,9.8,Debit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12707,CUST-1345,2024-09-26,Infusion & Vascular,Dialysis Catheter,2,42968.89,1.4,COD,Shipped,Ramesh Rao,WH-Bengaluru (South),South
ORD-12708,CUST-1104,2026-07-19,Diagnostic & Monitoring,Digital Blood Pressure Monitor,5,39226.55,10.3,Debit Card,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-12709,CUST-1881,2026-04-24,Respiratory Care,Suction Machine,3,38659.82,2.3,Net Banking,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-12710,CUST-1586,2026-07-22,Diagnostic & Monitoring,Multi-Para Patient Monitor,5,3560.18,8.9,Credit Card,Shipped,Anjali Nair,WH-Gurugram (North),North
ORD-12711,CUST-1493,2026-01-02,Orthopedic & Mobility,Folding Lightweight Wheelchair,1,3866.29,10.6,Credit Card,Cancelled,Anjali Nair,WH-Bengaluru (South),South
ORD-12712,CUST-1733,2026-06-25,Respiratory Care,High-Flow Nasal Cannula System,5,3575.15,3.8,Net Banking,Delivered,Priya Sharma,WH-Bengaluru (South),South
ORD-12713,CUST-1736,2026-03-11,Infusion & Vascular,Syringe Driver Pump,2,16286.83,1.7,UPI,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12714,CUST-1396,2026-05-17,Diagnostic & Monitoring,Infrared Non-Contact Thermometer,2,34363.55,11.5,Credit Card,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-12715,CUST-1500,2026-02-22,Diabetes Care,Insulin Pump,4,44820.86,8.2,Credit Card,Processing,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12716,CUST-1938,2025-12-27,Respiratory Care,Mesh Nebulizer,4,13825.13,13.8,COD,Delivered,Priya Sharma,WH-Kolkata (East),East
ORD-12717,CUST-1122,2026-06-21,Diagnostic & Monitoring,Digital Blood Pressure Monitor,2,44526.71,4.8,Net Banking,Shipped,Vikram Patel,WH-Gurugram (North),North
ORD-12718,CUST-1403,2026-02-05,Sterilization & Lab,Ultrasound Cleaner,2,28620.34,9.5,Debit Card,Delivered,Anjali Nair,WH-Kolkata (East),East
ORD-12719,CUST-1213,2025-10-30,Surgical & Critical Care,Anesthesia Workstation,2,21300.31,13.3,UPI,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-12720,CUST-1598,2026-05-23,Surgical & Critical Care,Pulse Generator Pacemaker,1,38423.21,3.3,Debit Card,Cancelled,Ramesh Rao,WH-Gurugram (North),North
ORD-12721,CUST-1920,2026-05-05,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,2,1583.99,8.3,Credit Card,Cancelled,Vikram Patel,WH-Bengaluru (South),South
ORD-12722,CUST-1389,2026-07-22,Diagnostic & Monitoring,Vascular Doppler,1,39931.19,3.5,Credit Card,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-12723,CUST-1878,2026-07-05,Diabetes Care,Insulin Pump,2,24775.48,3.2,Credit Card,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-12724,CUST-1832,2026-05-18,Surgical & Critical Care,Pulse Generator Pacemaker,4,35608.28,13.6,Credit Card,Returned,Sanjay Verma,WH-Bengaluru (South),South
ORD-12725,CUST-1535,2026-06-07,Orthopedic & Mobility,Folding Lightweight Wheelchair,5,7455.83,3.1,Credit Card,Cancelled,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12726,CUST-1862,2025-11-03,Respiratory Care,High-Flow Nasal Cannula System,1,30398.05,14.8,Net Banking,Cancelled,Priya Sharma,WH-Bhiwandi (West),West
ORD-12727,CUST-1383,2025-11-23,Diagnostic & Monitoring,Digital Otoscope,2,37370.6,12.0,Credit Card,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-12728,CUST-1533,2026-06-29,Orthopedic & Mobility,Air Mattress for Bedsores,1,28832.73,9.5,Net Banking,Shipped,Sanjay Verma,WH-Gurugram (North),North
ORD-12729,CUST-1820,2026-05-20,Diagnostic & Monitoring,Single-Channel ECG Machine,4,16762.11,5.8,Credit Card,Shipped,Priya Sharma,WH-Kolkata (East),East
ORD-12730,CUST-1351,2025-04-19,Infusion & Vascular,Dialysis Catheter,5,34833.27,5.1,Debit Card,Shipped,Vikram Patel,WH-Gurugram (North),North
ORD-12731,CUST-1002,2026-04-17,Orthopedic & Mobility,Walking Frame with Castors,5,3231.72,9.2,Credit Card,Returned,Priya Sharma,WH-Bengaluru (South),South
ORD-12732,CUST-1222,2026-02-13,Diabetes Care,Lancet Device,1,7060.43,2.7,UPI,Shipped,Vikram Patel,WH-Bengaluru (South),South
ORD-12733,CUST-1417,2026-05-03,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,3,38999.04,8.2,COD,Delivered,Vikram Patel,WH-Bhiwandi (West),West
ORD-12734,CUST-1274,2025-02-10,Orthopedic & Mobility,Cervical Traction Unit,5,14122.16,9.6,UPI,Processing,Sanjay Verma,WH-Bengaluru (South),South
ORD-12735,CUST-1747,2026-07-22,Sterilization & Lab,UV Sterilizer Box,5,38404.67,6.2,Credit Card,Delivered,Priya Sharma,WH-Bengaluru (South),South
ORD-12736,CUST-1099,2026-03-26,Surgical & Critical Care,Defibrillator & AED,2,16855.05,9.3,Net Banking,Cancelled,Priya Sharma,WH-Gurugram (North),North
ORD-12737,CUST-1425,2025-04-29,Diagnostic & Monitoring,Multi-Para Patient Monitor,3,35129.21,14.3,UPI,Delivered,Priya Sharma,WH-Bengaluru (South),South
ORD-12738,CUST-1658,2025-09-21,Sterilization & Lab,Tabletop Steam Autoclave,3,27838.6,12.5,COD,Returned,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12739,CUST-1293,2026-07-22,Sterilization & Lab,Tabletop Steam Autoclave,2,13658.51,10.8,Credit Card,Delivered,Vikram Patel,WH-Gurugram (North),North
ORD-12740,CUST-1440,2025-12-07,Home Healthcare,Electric Heating Pad,1,25990.97,12.5,Net Banking,Returned,Anjali Nair,WH-Gurugram (North),North
ORD-12741,CUST-1614,2025-12-15,Surgical & Critical Care,Anesthesia Workstation,3,40072.5,10.7,COD,Shipped,Anjali Nair,WH-Bengaluru (South),South
ORD-12742,CUST-1876,2026-06-18,Home Healthcare,Digital Vein Finder,1,3024.71,1.7,Credit Card,Shipped,Priya Sharma,WH-Bhiwandi (West),West
ORD-12743,CUST-1208,2026-06-10,Surgical & Critical Care,Anesthesia Workstation,2,42705.54,13.7,Net Banking,Processing,Anjali Nair,WH-Bengaluru (South),South
ORD-12744,CUST-1058,2026-04-16,Orthopedic & Mobility,TENS Physiotherapy Unit,1,2988.32,6.8,Credit Card,Shipped,Anjali Nair,WH-Kolkata (East),East
ORD-12745,CUST-1483,2025-10-07,Infusion & Vascular,Dialysis Catheter,1,41164.92,7.3,Debit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12746,CUST-1940,2026-03-27,Infusion & Vascular,Volumetric Infusion Pump,2,35881.88,8.2,Debit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12747,CUST-1811,2025-05-20,Diabetes Care,Blood Glucose Meter Kit,2,34879.98,4.2,COD,Processing,Ramesh Rao,WH-Kolkata (East),East
ORD-12748,CUST-1272,2026-06-14,Diabetes Care,Lancet Device,2,19635.46,3.1,Credit Card,Processing,Vikram Patel,WH-Bhiwandi (West),West
ORD-12749,CUST-1590,2025-11-13,Orthopedic & Mobility,TENS Physiotherapy Unit,1,21105.79,14.3,Credit Card,Delivered,Sanjay Verma,WH-Gurugram (North),North
ORD-12750,CUST-1317,2026-06-15,Home Healthcare,Peak Flow Meter,2,34850.21,11.5,Credit Card,Returned,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12751,CUST-1859,2025-05-16,Sterilization & Lab,Digital Centrifuge Machine,5,26666.88,2.5,Credit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12752,CUST-1682,2026-06-18,Diagnostic & Monitoring,Digital Spirometer,3,35208.83,8.9,UPI,Processing,Priya Sharma,WH-Bhiwandi (West),West
ORD-12753,CUST-1774,2025-09-05,Diagnostic & Monitoring,Infrared Non-Contact Thermometer,5,6854.84,7.0,Debit Card,Processing,Anjali Nair,WH-Bhiwandi (West),West
ORD-12754,CUST-1201,2026-01-01,Diagnostic & Monitoring,Vascular Doppler,4,26943.67,5.0,COD,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-12755,CUST-1406,2026-03-13,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,2,8510.87,5.4,Credit Card,Processing,Vikram Patel,WH-Bhiwandi (West),West
ORD-12756,CUST-1067,2026-06-13,Respiratory Care,Auto CPAP Machine,5,30625.34,13.9,UPI,Delivered,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12757,CUST-1595,2026-04-25,Diagnostic & Monitoring,Digital Blood Pressure Monitor,5,15772.84,10.2,UPI,Processing,Priya Sharma,WH-Kolkata (East),East
ORD-12758,CUST-1974,2025-05-16,Infusion & Vascular,IV Cannula (18G-24G),3,44284.31,3.9,Debit Card,Cancelled,Priya Sharma,WH-Bengaluru (South),South
ORD-12759,CUST-1766,2026-07-14,Infusion & Vascular,Central Venous Catheter Kit,2,36407.11,14.3,Debit Card,Shipped,Anjali Nair,WH-Bhiwandi (West),West
ORD-12760,CUST-1393,2026-05-13,Diabetes Care,Insulin Pump,4,28557.19,11.7,UPI,Cancelled,Vikram Patel,WH-Bhiwandi (West),West
ORD-12761,CUST-1998,2026-05-17,Orthopedic & Mobility,Air Mattress for Bedsores,2,7099.04,6.0,Debit Card,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-12762,CUST-1816,2026-02-14,Sterilization & Lab,UV Sterilizer Box,3,4901.13,3.3,Debit Card,Shipped,Ramesh Rao,WH-Kolkata (East),East
ORD-12763,CUST-1302,2026-03-08,Orthopedic & Mobility,Cervical Traction Unit,5,34056.39,2.9,UPI,Delivered,Priya Sharma,WH-Gurugram (North),North
ORD-12764,CUST-1403,2025-10-23,Surgical & Critical Care,Electric Suction Apparatus,5,15802.94,10.6,UPI,Shipped,Priya Sharma,WH-Gurugram (North),North
ORD-12765,CUST-1522,2026-03-10,Infusion & Vascular,Volumetric Infusion Pump,2,42259.75,0.1,Debit Card,Shipped,Anjali Nair,WH-Bengaluru (South),South
ORD-12766,CUST-1522,2025-04-26,Respiratory Care,Suction Machine,5,25016.65,0.9,COD,Shipped,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12767,CUST-1535,2025-10-24,Orthopedic & Mobility,Cervical Traction Unit,3,9855.09,11.1,Credit Card,Returned,Priya Sharma,WH-Gurugram (North),North
ORD-12768,CUST-1203,2024-12-16,Home Healthcare,Digital Vein Finder,1,22326.7,1.5,Debit Card,Shipped,Ramesh Rao,WH-Gurugram (North),North
ORD-12769,CUST-1089,2026-01-04,Surgical & Critical Care,Surgical Stapler,1,28029.45,0.1,Credit Card,Cancelled,Anjali Nair,WH-Bengaluru (South),South
ORD-12770,CUST-1739,2026-03-13,Orthopedic & Mobility,TENS Physiotherapy Unit,5,19827.58,6.1,Net Banking,Processing,Sanjay Verma,WH-Gurugram (North),North
ORD-12771,CUST-1670,2025-12-07,Orthopedic & Mobility,Folding Lightweight Wheelchair,3,25094.67,12.2,Credit Card,Shipped,Anjali Nair,WH-Bhiwandi (West),West
ORD-12772,CUST-1722,2025-08-24,Infusion & Vascular,IV Cannula (18G-24G),5,10942.54,11.1,Net Banking,Shipped,Priya Sharma,WH-Bengaluru (South),South
ORD-12773,CUST-1019,2026-06-26,Orthopedic & Mobility,Walking Frame with Castors,1,36634.79,0.5,COD,Delivered,Vikram Patel,WH-Kolkata (East),East
ORD-12774,CUST-1272,2026-06-24,Infusion & Vascular,Dialysis Catheter,3,44554.25,9.8,Net Banking,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-12775,CUST-1210,2026-05-20,Sterilization & Lab,UV Sterilizer Box,5,27408.17,11.3,Net Banking,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12776,CUST-1789,2024-11-11,Surgical & Critical Care,Surgical Electrocautery Unit,2,26420.17,11.3,Net Banking,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-12777,CUST-1744,2025-10-29,Surgical & Critical Care,Anesthesia Workstation,2,21538.85,14.0,Debit Card,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-12778,CUST-1914,2026-01-09,Surgical & Critical Care,Surgical Stapler,5,3156.25,5.3,UPI,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-12779,CUST-1747,2026-04-27,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,1,44607.33,7.6,UPI,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-12780,CUST-1571,2026-07-01,Diagnostic & Monitoring,Capnograph Monitor,5,12814.34,5.2,COD,Returned,Vikram Patel,WH-Kolkata (East),East
ORD-12781,CUST-1190,2026-06-22,Infusion & Vascular,Syringe Driver Pump,1,40301.13,2.8,Credit Card,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12782,CUST-1799,2026-06-19,Infusion & Vascular,Central Venous Catheter Kit,2,20768.86,9.2,COD,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12783,CUST-1646,2026-07-11,Home Healthcare,Electric Heating Pad,3,40379.63,10.3,Credit Card,Cancelled,Sanjay Verma,WH-Gurugram (North),North
ORD-12784,CUST-1883,2025-10-19,Infusion & Vascular,Volumetric Infusion Pump,3,28825.28,14.6,Net Banking,Cancelled,Vikram Patel,WH-Bhiwandi (West),West
ORD-12785,CUST-1788,2026-01-31,Sterilization & Lab,Ultrasound Cleaner,4,14415.64,6.5,Debit Card,Shipped,Vikram Patel,WH-Bhiwandi (West),West
ORD-12786,CUST-1701,2026-02-16,Diagnostic & Monitoring,Digital Spirometer,3,4109.66,5.7,Credit Card,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-12787,CUST-1097,2026-06-25,Sterilization & Lab,UV Sterilizer Box,4,10859.13,13.5,Credit Card,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-12788,CUST-1341,2024-12-21,Respiratory Care,Compressor Nebulizer,2,30018.78,3.5,COD,Delivered,Vikram Patel,WH-Gurugram (North),North
ORD-12789,CUST-1044,2025-10-10,Respiratory Care,Suction Machine,1,580.45,1.8,Debit Card,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-12790,CUST-1264,2026-05-13,Diagnostic & Monitoring,Fetal Doppler Heart Rate Monitor,2,30025.39,11.6,Credit Card,Processing,Priya Sharma,WH-Gurugram (North),North
ORD-12791,CUST-1269,2026-01-02,Respiratory Care,Mesh Nebulizer,3,3052.71,6.6,Credit Card,Cancelled,Vikram Patel,WH-Gurugram (North),North
ORD-12792,CUST-1565,2026-06-14,Diagnostic & Monitoring,Vascular Doppler,3,6766.71,13.4,Credit Card,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-12793,CUST-1854,2026-07-17,Diagnostic & Monitoring,Single-Channel ECG Machine,1,36478.8,6.7,Credit Card,Cancelled,Sanjay Verma,WH-Gurugram (North),North
ORD-12794,CUST-1429,2026-03-05,Orthopedic & Mobility,Air Mattress for Bedsores,5,36750.78,11.6,Net Banking,Cancelled,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12795,CUST-1269,2026-04-12,Surgical & Critical Care,Electric Suction Apparatus,1,35070.08,14.5,COD,Delivered,Priya Sharma,WH-Bengaluru (South),South
ORD-12796,CUST-1853,2026-03-18,Surgical & Critical Care,Laryngoscope Set,5,8624.75,12.8,COD,Returned,Ramesh Rao,WH-Bhiwandi (West),West
ORD-12797,CUST-1310,2026-06-13,Infusion & Vascular,Dialysis Catheter,1,26674.55,13.7,Debit Card,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-12798,CUST-1566,2026-06-30,Respiratory Care,BiPAP Machine,4,2469.94,7.3,Debit Card,Returned,Ramesh Rao,WH-Bengaluru (South),South
ORD-12799,CUST-1992,2026-07-07,Diagnostic & Monitoring,Pulse Oximeter,5,13552.56,0.2,Credit Card,Delivered,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12800,CUST-1169,2024-10-03,Surgical & Critical Care,Laryngoscope Set,3,7543.0,6.6,Net Banking,Shipped,Sanjay Verma,WH-Bhiwandi (West),West
ORD-12801,CUST-1328,2026-07-20,Diagnostic & Monitoring,Digital Blood Pressure Monitor,3,16181.7,12.1,COD,Delivered,Ramesh Rao,WH-Gurugram (North),North
ORD-12802,CUST-1609,2026-07-10,Surgical & Critical Care,LED Surgical OT Light,1,17618.28,3.8,Credit Card,Cancelled,Vikram Patel,WH-Gurugram (North),North
ORD-12803,CUST-1294,2026-04-03,Orthopedic & Mobility,TENS Physiotherapy Unit,2,34202.21,10.3,Net Banking,Delivered,Vikram Patel,WH-Bengaluru (South),South
ORD-12804,CUST-1648,2026-06-24,Home Healthcare,Electric Heating Pad,3,31729.89,13.6,Net Banking,Delivered,Ramesh Rao,WH-Kolkata (East),East
ORD-12805,CUST-1974,2026-03-08,Surgical & Critical Care,Pulse Generator Pacemaker,1,2458.97,5.1,COD,Cancelled,Ramesh Rao,WH-Gurugram (North),North
ORD-12806,CUST-1689,2026-05-02,Diagnostic & Monitoring,Infrared Non-Contact Thermometer,1,10202.72,14.0,Credit Card,Shipped,Priya Sharma,WH-Bhiwandi (West),West
ORD-12807,CUST-1694,2026-07-15,Orthopedic & Mobility,Folding Lightweight Wheelchair,4,39873.12,3.3,Credit Card,Shipped,Sanjay Verma,WH-Gurugram (North),North
ORD-12808,CUST-1760,2025-10-01,Respiratory Care,Auto CPAP Machine,2,18542.61,7.3,Debit Card,Returned,Anjali Nair,WH-Kolkata (East),East
ORD-12809,CUST-1329,2026-06-27,Surgical & Critical Care,Surgical Stapler,2,2727.53,9.7,Debit Card,Returned,Ramesh Rao,WH-Kolkata (East),East
ORD-12810,CUST-1359,2026-07-12,Surgical & Critical Care,LED Surgical OT Light,1,31469.34,11.7,COD,Shipped,Anjali Nair,WH-Kolkata (East),East
ORD-12811,CUST-1733,2026-07-13,Respiratory Care,Portable Oxygen Concentrator (5L),2,31561.69,5.4,Net Banking,Cancelled,Vikram Patel,WH-Bhiwandi (West),West
ORD-12812,CUST-1253,2026-04-22,Diagnostic & Monitoring,Vascular Doppler,5,11060.6,10.0,UPI,Delivered,Priya Sharma,WH-Bengaluru (South),South
ORD-12813,CUST-1805,2025-02-15,Diabetes Care,Blood Glucose Meter Kit,5,14658.84,5.9,COD,Cancelled,Sanjay Verma,WH-Bengaluru (South),South
ORD-12814,CUST-1068,2026-01-09,Respiratory Care,Suction Machine,5,7638.37,11.2,Credit Card,Delivered,Sanjay Verma,WH-Kolkata (East),East
ORD-12815,CUST-1811,2025-01-13,Home Healthcare,Peak Flow Meter,3,6716.18,5.8,Debit Card,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12816,CUST-1197,2025-09-23,Surgical & Critical Care,Pulse Generator Pacemaker,3,14770.94,5.4,Credit Card,Processing,Sanjay Verma,WH-Gurugram (North),North
ORD-12817,CUST-1592,2025-09-14,Surgical & Critical Care,Defibrillator & AED,4,27486.69,2.5,UPI,Delivered,Anjali Nair,WH-Bengaluru (South),South
ORD-12818,CUST-1024,2026-05-21,Surgical & Critical Care,Electric Suction Apparatus,1,32552.56,7.0,Credit Card,Returned,Priya Sharma,WH-Kolkata (East),East
ORD-12819,CUST-1157,2026-03-23,Infusion & Vascular,Volumetric Infusion Pump,1,33981.51,9.8,Credit Card,Delivered,Ramesh Rao,WH-Bengaluru (South),South
ORD-12820,CUST-1866,2026-06-24,Diagnostic & Monitoring,Vascular Doppler,4,9443.71,6.6,COD,Cancelled,Anjali Nair,WH-Kolkata (East),East
ORD-12821,CUST-1003,2026-07-05,Diagnostic & Monitoring,Continuous Glucose Monitor (CGM),1,2514.94,12.0,UPI,Delivered,Priya Sharma,WH-Gurugram (North),North
ORD-12822,CUST-1107,2025-10-05,Sterilization & Lab,Tabletop Steam Autoclave,3,13301.51,8.6,Debit Card,Delivered,Anjali Nair,WH-Bhiwandi (West),West
ORD-12823,CUST-1724,2026-06-29,Surgical & Critical Care,LED Surgical OT Light,5,2957.62,5.6,UPI,Delivered,Anjali Nair,WH-Gurugram (North),North
ORD-12824,CUST-1864,2025-12-19,Diagnostic & Monitoring,Capnograph Monitor,3,4078.68,11.4,Credit Card,Processing,Anjali Nair,WH-Bhiwandi (West),West
